,player_name,position,season,full_year_score,full_year_tier,half_1_score,half_1_tier,half_2_score,half_2_tier,quarter_1_score,quarter_1_tier,quarter_2_score,quarter_2_tier,quarter_3_score,quarter_3_tier,final_6_score,final_6_tier,avg_score,avg_tier
57,E.Demercado,RB,2023,13.246213129691574,11,13.497689896540228,11.0,12.806128787706427,12.0,11.901076723451235,15.0,14.267569338191228,9.0,12.853672882577374,12.0,12.806128787706427,13.0,13.05406850655207,11.857142857142858
63,P.Taylor,RB,2023,12.893142105530305,12,12.694353964963497,13.0,13.025667532574841,11.0,12.349980919112802,14.0,13.727473102515583,10.0,12.937188462462057,12.0,13.025667532574841,12.0,12.950496231390561,12.0
67,J.McKinnon,RB,2023,12.811730528140657,12,12.601640078443891,13.0,13.222349518997847,10.0,12.488364485541156,14.0,12.611469898564952,13.0,12.52020883859223,13.0,13.98170770697769,10.0,12.891067293608344,12.142857142857142
65,J.Kelley,RB,2023,12.867685837873227,12,13.806649664318542,10.0,12.09263126842291,14.0,15.049274141333548,8.0,13.075864390000557,12.0,12.312717335590486,14.0,12.016082209893662,15.0,13.031557835347561,12.142857142857142
71,C.Reynolds,RB,2023,12.785613222599336,12,12.785613222599336,13.0,,,11.960091988931154,15.0,13.198373839433426,11.0,13.50155204929168,11.0,,,12.846248864570986,12.4
62,T.Jones,RB,2023,12.904015069210665,12,13.604994736699863,11.0,12.180651331446754,14.0,13.627378806974576,11.0,,,12.180651331446754,14.0,,,12.899538255155722,12.4
66,J.McLaughlin,RB,2023,12.826608532160206,12,13.023621044069818,12.0,12.651486299351662,12.0,12.263699782038792,14.0,13.865103299953551,10.0,12.195013550337018,14.0,12.715831752707349,13.0,12.791623465802628,12.428571428571429
69,K.Miller,RB,2023,12.802032317545281,12,12.523744375943133,13.0,13.040720180721777,11.0,12.155608269470926,15.0,12.61843993703899,13.0,11.794908607036046,15.0,14.471759967158162,9.0,12.772459093559188,12.571428571428571
70,R.Dowdle,RB,2023,12.796090773225467,12,12.347911480699134,13.0,13.078261193986794,11.0,12.511130476077792,14.0,12.171523823778312,14.0,12.953336067216204,12.0,13.030677523636117,12.0,12.698418762659973,12.571428571428571
73,L.Fournette,RB,2023,12.63776592918208,13,,,12.63776592918208,12.0,,,,,,,12.63776592918208,13.0,12.63776592918208,12.666666666666666
58,Z.White,RB,2023,13.232692472225374,11,11.734392331986932,15.0,14.109620107914377,9.0,11.598697893317452,16.0,11.92341269908781,14.0,11.135970407230095,16.0,15.093732030367981,8.0,12.689788277447146,12.714285714285714
72,E.Mitchell,RB,2023,12.7341722015798,12,12.093281893436554,14.0,13.268247458365837,10.0,13.088751731753614,13.0,11.429635334558512,16.0,12.176104116157934,14.0,13.927264451798576,10.0,12.673922455378689,12.714285714285714
64,D.Evans,RB,2023,12.880774310862682,12,13.48983307252217,11.0,11.727113562335687,15.0,,,14.034435059389677,10.0,12.24526954346606,14.0,11.455367404888213,16.0,12.638798825577416,13.0
75,M.Breida,RB,2023,12.55049752735252,13,12.928152501754816,13.0,12.059582670660129,14.0,13.395814523895046,12.0,13.199474107232366,11.0,11.956380970865556,14.0,12.195406032265156,14.0,12.612186904860797,13.0
68,L.Perine,RB,2023,12.809144239374868,12,11.230685503365983,16.0,12.809144239374868,12.0,,,,,11.230685503365983,16.0,14.387602975383754,9.0,12.493452492173091,13.0
74,C.Edwards-Helaire,RB,2023,12.587975121546016,13,12.065869387666774,14.0,13.184667388836576,10.0,12.524371440251642,14.0,11.596688289949892,15.0,11.527912903556127,15.0,13.534373958445682,11.0,12.431694070036102,13.142857142857142
78,T.Johnson,RB,2023,12.479470321999623,13,,,12.479470321999623,13.0,,,,,12.093117997761103,14.0,12.734725488588555,13.0,12.446696032587226,13.25
81,I.Abanikanda,RB,2023,12.436948907820783,13,,,12.436948907820783,13.0,,,,,11.928377702755245,14.0,12.538663148833889,13.0,12.335234666807676,13.25
82,K.Ingram,RB,2023,12.381992016850424,13,12.51239391463215,13.0,12.375885536795872,14.0,11.757833832365677,15.0,13.324335773632097,11.0,12.389897444140638,14.0,,,12.457056419736142,13.333333333333334
80,C.Patterson,RB,2023,12.43957509845132,13,11.99544121580524,14.0,12.611693728710625,12.0,,,12.095337837932707,14.0,12.243630885494888,14.0,12.764980806831915,13.0,12.358443262204451,13.333333333333334
77,D.Cook,RB,2023,12.505785445902251,13,12.671786573885983,13.0,12.228258893603813,14.0,13.389012826939306,12.0,12.053965232249624,14.0,11.987110300896864,14.0,12.492997880090718,14.0,12.475559593366937,13.428571428571429
76,M.Gordon,RB,2023,12.53406236413265,13,12.841431488962098,13.0,12.2266932393032,14.0,12.841431488962098,13.0,12.060133871352106,14.0,,,12.2266932393032,14.0,12.455074282002558,13.5
86,G.Brightwell,RB,2023,12.299652834719593,13,12.299652834719593,13.0,,,12.299652834719593,14.0,12.133511214084947,14.0,,,,,12.258117429560931,13.5
79,C.Rodriguez,RB,2023,12.458693317549082,13,12.03479577581952,14.0,12.71303184258682,12.0,11.805693543161537,15.0,12.149346892148511,14.0,11.763036361900687,15.0,12.888550620304176,12.0,12.259021193352906,13.571428571428571
85,K.Harris,RB,2023,12.300991114580272,13,,,12.300991114580272,14.0,,,,,,,12.300991114580272,14.0,12.300991114580272,13.666666666666666
87,J.Mason,RB,2023,12.277640498127145,13,12.38465575625228,13.0,12.192028291627034,14.0,11.56181117174118,16.0,12.729012380649763,13.0,,,12.192028291627034,14.0,12.22286273167074,13.833333333333334
88,J.Wilson,RB,2023,12.268018534150817,13,11.809181872891765,15.0,12.481096516836077,13.0,,,11.522245594752405,15.0,12.669049483130044,13.0,12.49743686478034,14.0,12.207838144423576,13.833333333333334
94,I.Spiller,RB,2023,12.107641265876023,14,11.694444066397375,15.0,12.624137765224335,12.0,11.863920481142458,15.0,11.878834262027183,14.0,11.673217901471313,15.0,12.624137765224335,13.0,12.066619072480432,14.0
83,C.Brown,RB,2023,12.341661141346934,13,11.234897735570389,16.0,13.07950341186463,11.0,11.01019380305949,16.0,11.289060882303957,16.0,,,13.07950341186463,12.0,12.00580339766834,14.0
89,T.Sermon,RB,2023,12.236566589006154,13,11.701841182844964,15.0,12.557401832702869,12.0,11.864421924148528,15.0,11.427391971045834,16.0,,,12.557401832702869,13.0,12.057504222075202,14.0
90,E.Gray,RB,2023,12.166051847426372,14,12.26441388039013,13.0,12.100477158783868,14.0,,,12.26441388039013,14.0,,,12.100477158783868,15.0,12.179166785154873,14.0
91,R.Rivers,RB,2023,12.137789339999307,14,11.887296085527463,14.0,12.471780345961767,13.0,12.09260010021257,15.0,12.122805703129098,14.0,,,12.471780345961767,14.0,12.197341986798662,14.0
84,C.Edmonds,RB,2023,12.30558585413212,13,11.734858594911438,15.0,12.474470492251662,13.0,11.558814475806532,16.0,12.1102822295879,14.0,11.988298547790032,14.0,12.658201542961407,13.0,12.118644533920156,14.0
97,D.Harris,RB,2023,12.064786728470944,14,12.064786728470944,14.0,,,12.306137944285528,14.0,11.864500665786954,14.0,,,,,12.075053016753593,14.0
93,M.Carter,RB,2023,12.119720543361124,14,12.008727733138917,14.0,12.32336675056471,14.0,11.839244963088005,15.0,11.968327571925139,14.0,12.187006105304476,14.0,12.423043991577295,14.0,12.12420537985138,14.142857142857142
105,D.Williams,RB,2023,11.906728206830136,14,11.906728206830136,14.0,,,,,11.906728206830136,14.0,11.467661498047367,15.0,,,11.796961529634444,14.25
100,E.Dotson,RB,2023,12.008927323670889,14,12.008927323670889,14.0,,,12.008927323670889,15.0,,,,,,,12.008927323670889,14.333333333333334
104,C.Evans,RB,2023,11.918810998910104,14,11.918810998910104,14.0,,,11.918810998910104,15.0,,,,,,,11.918810998910104,14.333333333333334
102,S.Tucker,RB,2023,12.000462054586789,14,12.000462054586789,14.0,,,12.000462054586789,15.0,,,,,,,12.000462054586789,14.333333333333334
95,T.Goodson,RB,2023,12.106239084393165,14,,,12.106239084393165,14.0,,,,,,,12.106239084393165,15.0,12.106239084393165,14.333333333333334
92,J.Funk,RB,2023,12.120554816271357,14,12.120554816271357,14.0,,,12.120554816271357,15.0,,,,,,,12.120554816271357,14.333333333333334
96,K.Vaughn,RB,2023,12.069993355686234,14,12.069993355686234,14.0,11.826201256603392,15.0,12.425429273737134,14.0,12.130941380456946,14.0,11.561980154420688,15.0,,,12.014089796098437,14.333333333333334
101,A.Abdullah,RB,2023,12.000629289821893,14,11.791868480931155,15.0,12.195809167316007,14.0,11.718817320337948,15.0,11.760850298748768,14.0,11.700905696698712,15.0,12.487469355423187,14.0,11.950907087039667,14.428571428571429
103,D.Vaughn,RB,2023,11.985170448780996,14,12.195021202898424,13.0,11.565468940546136,15.0,12.324362281441141,14.0,12.160142499705351,14.0,11.294147596727107,16.0,11.836790284365167,15.0,11.908729036352046,14.428571428571429
99,D.Johnson,RB,2023,12.01131522435521,14,11.38819855241195,16.0,12.426726338984052,13.0,11.406347093517216,16.0,11.18942832396724,16.0,12.585939342353369,13.0,12.387886241644452,14.0,11.913691588176212,14.571428571428571
98,D.Ogunbowale,RB,2023,12.030200187457107,14,11.816905583642361,15.0,12.072859108220054,14.0,11.816905583642361,15.0,,,,,12.072859108220054,15.0,11.961945914236386,14.6
108,D.Ozigbo,RB,2023,11.781395776947184,15,11.781395776947184,15.0,,,,,11.781395776947184,14.0,,,,,11.781395776947184,14.666666666666666
106,T.Bigsby,RB,2023,11.889035985728311,14,11.835199467803069,15.0,11.951845256641098,14.0,12.06667566446651,15.0,11.58996161998959,15.0,11.591366232887493,15.0,11.932328179796876,15.0,11.836630343901849,14.714285714285714
111,E.Wilson,RB,2023,11.748522818967102,15,11.727531201454537,15.0,11.90160110600311,15.0,11.509746729686116,16.0,11.91991842345706,14.0,11.90160110600311,14.0,,,11.784820230928505,14.833333333333334
117,P.Strong,RB,2023,11.662788239202929,15,11.77119587660706,15.0,11.557959272916614,15.0,11.536509908694663,16.0,11.984760499061048,14.0,11.684514861688328,15.0,11.675783966451496,15.0,11.696216089231731,15.0
115,R.Blackshear,RB,2023,11.669534636472926,15,12.075399550722913,14.0,11.440673757154533,16.0,,,12.356117274428108,14.0,11.750700024773506,15.0,11.371069062874529,16.0,11.777249051071086,15.0
114,J.Mims,RB,2023,11.682409018465286,15,,,11.682409018465286,15.0,,,,,,,11.682409018465286,15.0,11.682409018465286,15.0
118,T.Davis-Price,RB,2023,11.658133399319953,15,11.658133399319953,15.0,,,,,11.658133399319953,15.0,,,,,11.658133399319953,15.0
110,C.Brooks,RB,2023,11.76519483254887,15,11.972591635659802,14.0,11.350401226327003,16.0,12.01290959114732,15.0,11.932273680172283,14.0,,,11.350401226327003,16.0,11.730628698697048,15.0
112,M.Boone,RB,2023,11.74759572157818,15,11.861102714171883,15.0,11.537432793639054,15.0,12.011493772636033,15.0,11.591534213892592,15.0,11.642513104151849,15.0,,,11.731945386678268,15.0
107,A.McFarland,RB,2023,11.83347622387439,15,11.83347622387439,15.0,,,11.83347622387439,15.0,,,,,,,11.83347622387439,15.0
113,B.Scott,RB,2023,11.6849691269686,15,11.730871993832888,15.0,11.654367215725742,15.0,11.913044119798904,15.0,11.54869986786687,15.0,11.3954831679228,16.0,11.746692728707577,15.0,11.667732602974768,15.142857142857142
122,T.Williams,RB,2023,11.612695190987028,15,11.728689755658454,15.0,11.507141401431728,15.0,11.695654180913413,15.0,11.607980334064017,15.0,11.671069014321436,15.0,11.394143050559368,16.0,11.60248184684792,15.142857142857142
109,R.Penny,RB,2023,11.771090743801453,15,11.50839422640939,16.0,11.762086044798284,15.0,11.789100141807795,15.0,,,11.227688311010986,16.0,12.29648377858558,14.0,11.72580720773558,15.166666666666666
121,K.Drake,RB,2023,11.61330030790829,15,11.93742628341347,14.0,11.28917433240311,16.0,11.93742628341347,15.0,,,,,11.28917433240311,16.0,11.61330030790829,15.2
120,H.Luepke,RB,2023,11.623974404027615,15,11.5238055400348,16.0,11.615579872489086,15.0,11.76130300971559,15.0,11.682124324991012,15.0,11.28630807035401,16.0,11.82431213201325,15.0,11.616772479089336,15.285714285714286
116,E.Hull,RB,2023,11.668027572636513,15,11.668027572636513,15.0,,,11.668027572636513,16.0,,,,,,,11.668027572636513,15.333333333333334
119,D.Dallas,RB,2023,11.62645261653216,15,11.52360472083582,16.0,11.780724460076664,15.0,11.56008505017529,16.0,11.324968428953875,16.0,11.582208016041271,15.0,11.946779333748735,15.0,11.620688946623403,15.428571428571429
123,B.Bolden,RB,2023,11.517157104725868,16,,,11.517157104725868,15.0,,,,,,,11.517157104725868,16.0,11.517157104725868,15.666666666666666
128,Z.Evans,RB,2023,11.267348383307418,16,11.635928007124956,15.0,11.14448850870157,16.0,,,11.635928007124956,15.0,10.993083097271128,16.0,11.36881554391318,16.0,11.340931924573868,15.666666666666666
131,D.Gore,RB,2023,11.145888942169577,16,,,11.145888942169577,16.0,,,,,11.081194581551078,16.0,11.210583302788075,16.0,11.145888942169575,16.0
124,J.Ward,RB,2023,11.423355083063278,16,,,11.423355083063278,16.0,,,,,,,11.423355083063278,16.0,11.423355083063278,16.0
125,Z.Knight,RB,2023,11.379188759961506,16,11.379188759961506,16.0,,,11.409803613447181,16.0,11.348573906475831,16.0,,,,,11.379188759961508,16.0
126,K.Nwangwu,RB,2023,11.361941607858292,16,,,11.361941607858292,16.0,,,,,11.322338436697063,16.0,11.381743193438908,16.0,11.35699121146314,16.0
127,J.Robinson,RB,2023,11.335614693440178,16,,,11.335614693440178,16.0,,,,,,,11.335614693440178,16.0,11.335614693440178,16.0
129,T.Homer,RB,2023,11.174466633896724,16,11.174466633896724,16.0,,,,,11.174466633896724,16.0,,,,,11.174466633896722,16.0
130,A.Armah,RB,2023,11.174051320876154,16,11.177687035824109,16.0,11.172233463402176,16.0,,,11.177687035824109,16.0,11.085441675045843,16.0,11.351270612536776,16.0,11.189728523918193,16.0
132,J.Hasty,RB,2023,11.041715280437465,16,11.041715280437465,16.0,,,11.041715280437465,16.0,11.041715280437465,16.0,,,,,11.041715280437465,16.0
